Category,Sub Category,Title,Description,Quantity,Type,Price,Shipping Profile,Offerable,Hazmat,Condition,Cost Per Item,SKU,Image URL 1,Image URL 2,Image URL 3,Image URL 4,Image URL 5,Image URL 6,Image URL 7,Image URL 8
Beauty,Fragrances,Lord of Flames,"- Lord of Flamme 100 ml Volaré est un eau de parfum mixte au caractère olfactif fruité-boisé-cuiré.

Dès la première vaporisation, ce parfum dévoile une ouverture fruitée et gourmande, mêlant des notes de mûre, de fraise, de fraise des bois et de caramel. Le cœur s'enrichit d'une touche épicée et boisée, avec la framboise, le cèdre de Virginie et la cannelle. Enfin, le fond révèle des accords profonds et sensuels de fève tonka, de vanille noire, de patchouli et de cuir russe, offrant une tenue longue durée et un sillage élégant.

Genre et personnalité du parfum : mixte, sensuel, intense.

Occasion et type de personne : convient pour le quotidien et les soirées, idéal pour ceux qui recherchent une signature olfactive distinctive.

Note de tête : mûre, fraise, fraise des bois, caramel.

Note de cœur : framboise, cèdre de Virginie, cannelle.

Note de fond : fève tonka, vanille noire, patchouli, cuir russe.

Fabricant

Volaré

adresse du fabricant à ajouter

[numéro de téléphone à ajouter] | [adresse email à ajouter]",18,Auction,18,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Loui Martin - Bubblegum II,"- Loui Martin - Bubblegum II 100 ml est un parfum oriental sucré et gourmand au caractère olfactif pétillant et fruité.

Cette fragrance évoque les saveurs de l'enfance avec une ouverture sur des arômes de fruits confits, d'orange amère et de citron, suivie de notes de cœur riches et gourmandes de bubble gum, rose de Bulgarie, pêche, myrtille, fleur de pêcher, cannelle et gingembre, pour se terminer sur des notes chaudes et profondes de musc, ambroxan et cèdre.

Genre et personnalité du parfum : féminin, sucré, gourmand.

Occasion et type de personne : quotidien, jeune femme dynamique.

Note de tête : fruits confits, orange amère, citron.

Note de cœur : bubble gum, rose de Bulgarie, pêche, myrtille, fleur de pêcher, cannelle, gingembre.

Note de fond : musc, ambroxan, cèdre.

Fabricant
Loui Martin
Email : contact@loui-martin.fr
(Adresse et téléphone non communiqués publiquement)",36,Auction,19,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Loui Martin - Ombre Naomi,"- Ombre Naomi 100 ml Loui Martin est un extrait de parfum au caractère olfactif oriental boisé.

Dès l'application, une framboise juteuse et un safran épicé s'entrelacent, offrant une ouverture fruitée et épicée. Le cœur dévoile une rose envoûtante, un oud intense et un encens fumé, créant une profondeur mystique. La base d’ambre sensuel, de bouleau cuiré et de résine de benjoin apporte une chaleur sensuelle et sophistiquée.

Genre et personnalité du parfum : unisexe, mystérieux, raffiné.

Occasion et type de personne : soirées, personnes audacieuses.

Note de tête : framboise juteuse, safran épicé.

Note de cœur : rose envoûtante, oud intense, encens fumé.

Note de fond : ambre sensuel, bouleau cuiré, résine de benjoin.

Fabricant
📍 Adresse : Industrial Area 10, Sharjah Industrial Area, Sharjah, Émirats Arabes Unis
✉️ Email : louimartinofficial@gmail.com
📞 Numéro : +971 56 256 2087
Site : louimartinperfumes.com/contact-8",36,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Loui Martin - Vanilla Extreme,"- Vanilla Extreme 100ml Loui Martin est un extrait de parfum au caractère olfactif oriental et sucré.
- Ce parfum dévoile une vanille intense et crémeuse, enrichie de notes florales délicates et d'accents gourmands, offrant une expérience sensorielle chaleureuse et enveloppante.
- Genre et personnalité du parfum : unisexe, sensuel, raffiné.
- Occasion et type de personne : soirées d'hiver, moments spéciaux, pour ceux qui apprécient les fragrances riches et chaleureuses.

Note de tête : orchidée, vanille, jasmin
Note de cœur : sucre brun, fève de tonka
Note de fond : ambre, bois d'ambre, musc, patchouli

Fabricant

Loui Martin Perfumes
adresse du fabricant à ajouter
[numéro de téléphone à ajouter] | [adresse email à ajouter]",72,Auction,22,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Loui Martin Vanilla Powdery – Eau de Parfum Unisexe 100 ml | Vanille Poudrée Crémeuse & Noix de Coco,"- Loui Martin Vanilla Powdery – Eau de Parfum Unisexe 100 ml est une eau de parfum au caractère olfactif doux et crémeux.
- Cette fragrance s'ouvre sur des notes poudrées de noix de coco et d'héliotrope, offrant une sensation douce et enveloppante. Le cœur dévoile la richesse de la vanille de Madagascar, apportant chaleur et profondeur. En fond, l'absolu de vanille, le musc blanc et la noix de coco se mêlent pour créer un sillage crémeux et réconfortant.
- Genre et personnalité du parfum : Unisexe, doux, réconfortant.
- Occasion et type de personne : Idéal pour les moments quotidiens, convient aux personnes appréciant les parfums gourmands et enveloppants.

Note de tête : Poudre de noix de coco, héliotrope
Note de cœur : Vanille de Madagascar
Note de fond : Absolu de vanille, musc blanc, noix de coco

Fabricant

Loui Martin

Adresse : non communiquée publiquement
Localisation : distribution Europe / Dubaï

Email : 
Téléphone : non communiqué",48,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Maison Alhambra Melt Marshmallow Rose – Eau de Parfum Femme/Unisexe 100 ml | Guimauve Rose Fondante & Fruits Rouges Gourmands – Dupe Inspiré Kayali...,"Laissez fondre votre cœur avec Melt Marshmallow Rose de Maison Alhambra, un Eau de Parfum féminin (très unisexe pour les gourmands doux) qui capture la sensation d'une guimauve rose fondue sur une tablette de chocolat blanc, mêlée de fruits rouges juteux et d'une touche florale romantique.
L'ouverture est un éclat fruité gourmand : fraise sucrée et mûre acidulée, avec une pointe de rose fraîche et fleur blanche (jasmin/oranger-like) – un démarrage juteux, pétillant et tentateur qui évoque un bonbon fruité rose.
Le cœur plonge dans la fluffiness signature : guimauve rose ultra-douce et aérée, rose veloutée et poudrée qui apporte élégance florale – une fusion cosy et addictive, comme une friandise marshmallow infusée de pétales.
Le fond enveloppe en douceur crémeuse : vanille chaude, musc propre et sensuel, ambre léger et accords chocolat blanc-like – une base poudrée, musquée et longue durée qui laisse un sillage réconfortant, ""skin-like"" et compliment-magnet.
Melt Marshmallow Rose est un gourmand fluffy moderne, souvent comparé à Kayali Yum Boujee Marshmallow (guimauve + fruits berry + rose + vanille) ou d'autres marshmallow rose comme Sugar Me Marshmallow Dream de la même marque – mais avec une vibe ""melted chocolate bar"" unique grâce au packaging et à la douceur rose-fruitée. Parfait pour les amateurs de senteurs sucrées aériennes, cosy et féminines. Idéal printemps/automne, layering gourmand, bureau doux ou dates feel-good – il séduit les femmes qui veulent un parfum ""edible"" doux, non cloying et ultra-addictif.
Famille olfactive : Gourmand Floral Fruité – Poudré Sucré / Marshmallow Rose
Longévité : Bonne à excellente (6-10h+ sur peau, forte sur vêtements selon avis gourmands Alhambra)
Projection : Moyenne à intime (sillage charmant et cosy, pas beast mode – parfait pour proximité)
Occasions : Printemps/Automne, quotidien réconfortant, layering sucré, sorties décontractées
Style : Féminin dreamy, fluffy & gourmand, luxe accessible dessert-like",0,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Maison Asrar - Vanilla Voyage - Eau de Parfum Gourmand Vanille Caramel 100 ml,"- Maison Asrar - Vanilla Voyage - Eau de Parfum Gourmand Vanille Caramel 100 ml est un parfum au caractère olfactif gourmand et sucré.
- Ce parfum s'ouvre sur des notes de caramel et de beurre, offrant une sensation douce et fondante. Le cœur dévoile des accords de fève de tonka, de miel et de jasmin, apportant une richesse chaleureuse et une touche florale délicate. En fond, la vanille, l'ambre et le musc créent une base enveloppante et sensuelle.
- Genre et personnalité du parfum : unisexe, chaleureux, réconfortant.
- Occasion et type de personne : moments de détente, amateurs de fragrances sucrées et enveloppantes.

Note de tête : caramel, beurre
Note de cœur : fève de tonka, miel, jasmin
Note de fond : vanille, ambre, musc

Maison Asrar
MAISON DES SECRETS OUD AND PERFUMES TRADING L.L.C
Office 339-0128, Dubai First Investment
Dubai, Émirats Arabes Unis

Téléphone : +971 54 704 5881
Email : maisonasrar@gulforchid.com",12,Auction,34,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Mamlakat Marshmallow,,18,Auction,38,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Marshmallow Blush,,12,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Musc Tahara - Yara Candy - Dubai Flower,"Musc Tahara Yara Candy de Dubai Flower est une fragrance joyeuse, sucrée et ultra-féminine, inspirée de l’univers gourmand et fruité de la gamme Yara. Entre fraîcheur pétillante, notes bonbon et fond musqué crémeux, ce parfum offre un voile tendre et addictif idéal pour le quotidien.

  

Pyramide olfactive :

• Notes de tête :

Cassis, Mandarine verte

→ Une ouverture fruitée et acidulée, pétillante et pleine de vitalité.

 

• Notes de cœur :

Strawberry Fizz Candy, Gardénia

→ Un cœur délicieusement sucré, effet “bonbon pétillant”, adouci par un gardénia élégant et lumineux.

 

• Notes de fond :

Vanille, Ambre, Bois de santal, Musc

→ Une base douce, chaude et crémeuse, qui laisse un sillage gourmand, sensuel et durable.

 

Informations complémentaires :

• Contenance : 12 ml 

• Famille olfactive : Fruité – Gourmand – Musqué

• Pour : Mixte

• Utilisation : Idéal en parfum de peau, en layering avec les parfums Yara pour un rendu encore plus sucré et enveloppant.

 Musc Tahara Yara Candy – Dubai Flower : une caresse sucrée et joyeuse, qui habille la peau d’un sillage irrésistiblement gourmand.",12,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Musc Tahara Coco Vanille - Dubai Flower,"Coco Vanille – Dubai Flower - Huile parfumée – 12 ml

 

Coco Vanille de Dubai Flower est une fragrance douce, solaire et réconfortante, qui marie la gourmandise exotique de la noix de coco à la sensualité de la vanille et à la pureté du musc blanc. Un parfum délicat et féminin, parfait pour celles qui aiment les senteurs chaleureuses et cocooning.

 

Pyramide olfactive simplifiée :

Accord principal :
Noix de coco
→ Une touche exotique et lactée, évoquant les plages ensoleillées.
Cœur :
Vanille
→ Sucrée et enveloppante, elle apporte rondeur et douceur à la composition.
Fond :
Musc blanc
→ Une base propre, soyeuse et délicatement sensuelle.
 

 

Informations complémentaire :

Contenance : 12 ml
Format : Huile parfumée
Type : Musc tahara gourmand
Famille olfactive : Gourmande, Musquée, Solaire
Application : À appliquer sur les points de pulsation (cou, poignets, décolleté)
Sexe : Féminin
 

 

Coco Vanille – Dubai Flower est le choix idéal pour les amatrices de muscs délicats aux accents exotiques. À porter au quotidien pour un sillage doux, crémeux et irrésistiblement féminin.",12,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Musc Tahara Khamrah - Dubaï Flower,"Musc Tahara Khamrah – Dubai Flower - Huile parfumée – 12 ml

Musc Tahara Khamrah de Dubai Flower est une interprétation orientale, suave et gourmande du célèbre musc tahara. Inspiré des codes olfactifs de Khamrah, ce parfum marie chaleur épicée, gourmandise fondante et propreté musquée pour un résultat captivant, intime et élégant.
  

Pyramide olfactive :

Notes de tête :
Cannelle, Noix de muscade, Bergamote
→ Une ouverture épicée, chaleureuse et lumineuse qui évoque une douceur enrobante dès les premiers instants.
Notes de cœur :
Praliné, Dates, Tubéreuse, Mahonial
→ Un cœur intense et sucré mêlant l’onctuosité des fruits à une touche florale moderne et élégante.
Notes de fond :
Vanille, Fève de tonka, Amberwood, Benjoin, Myrrhe, Akigalawood, Musc blanc
→ Une base riche et sensuelle, gourmande et musquée, pour un sillage profond, velouté et envoûtant.
  

Informations complémentaires :

Contenance : 12 ml
Format : Huile parfumée
Type : Musc tahara oriental et gourmand
Famille olfactive : Épicée, Gourmande, Musquée
Application : Sur peau propre, en points de pulsation (nuque, poignets, plis du coude…)
Sexe : Unisexe

Musc Tahara Khamrah – Dubai Flower est un musc de caractère, parfait pour celles et ceux qui aiment les parfums profonds, doux et enveloppants. Idéal au quotidien comme après la douche, il combine la pureté du musc à l’élégance orientale dans une composition raffinée et chaleureuse.",12,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Musc Tahara Marshmallow Crush - Dubai Flower,"Musc Tahara Marshmallow – Dubai Flower

Musc Tahara Marshmallow de Dubai Flower est une fragrance douce, cotonneuse et délicieusement sucrée. Ce musc revisité dans une version gourmande enveloppe la peau d’un voile tendre et lacté, mêlant pureté, douceur et irrésistible gourmandise. Une senteur réconfortante, parfaite pour un parfum de peau doux et addictif. 

 

Pyramide olfactive : 

• Notes de tête :

Marshmallow, Sucre doux

→ Une ouverture sucrée, fondante et ultra-douce.

 

• Notes de cœur :

Vanille crémeuse

→ Un cœur gourmand et réconfortant, aux accents lactés irrésistibles.

 

• Notes de fond :

Musc propre, Accord lacté

→ Une base propre, veloutée et enveloppante, pour un sillage doux et cocooning.

  

Informations complémentaires :

• Contenance : 12 ml

• Famille olfactive : Gourmand – Musqué – Lacté

• Pour : Mixte

• Utilisation : Parfait comme parfum de peau, après la douche ou en layering avec d’autres muscs ou parfums sucrés.

Musc Tahara Marshmallow – Dubai Flower : une caresse sucrée et lactée, délicate et absolument addictive.",13,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Musc Tahara Yara - Dubai Flower,"Musc Tahara Yara de Dubai Flower est un musc doux, féminin et envoûtant, qui allie sensualité florale, gourmandise tropicale et douceur musquée. Sa texture délicate et son parfum subtil en font un choix parfait pour les rituels intimes ou pour parfumer la peau avec élégance tout au long de la journée.

Notes de tête :
Orchidée, Héliotrope, Tangerine – Une ouverture lumineuse et raffinée, à la fois florale et fruitée, qui évoque la fraîcheur et la féminité dès les premiers instants.
Notes de cœur :
Accord gourmand, Fruits tropicaux – Un cœur sucré et exotique, fondant et ensoleillé, qui apporte chaleur et douceur.
Notes de fond :
Vanille, Musc léger, Bois de santal – Une base crémeuse, cocooning et enveloppante, pour un sillage subtil, élégant et durable.",60,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Nancia for Her,,6,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Paris Corner - Khair,"- Paris Corner - Khair 100ml est un eau de parfum au caractère olfactif oriental boisé.
- Ce parfum s'ouvre sur une fraîcheur vivifiante de bergamote et de pamplemousse, suivie d'un cœur mystérieux mêlant bois de cèdre, patchouli et des nuances florales. Les notes de fond, riches et sensuelles, combinent musc et ambre pour une expérience olfactive profonde et durable.
- Genre et personnalité du parfum : unisexe, audacieux, raffiné.
- Occasion et type de personne : soirées élégantes, rendez-vous ou moments où l’on souhaite laisser une empreinte olfactive durable.

Note de tête : bergamote, pamplemousse, notes fruitées
Note de cœur : bois de cèdre, notes fleuries, patchouli
Note de fond : notes animales, musc, ambre

Fabricant

Paris Corner
adresse du fabricant à ajouter
[numéro de téléphone à ajouter] | [adresse email à ajouter]",12,Auction,24,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Paris Corner - Voux Elegante – Eau de Parfum Unisexe 100 ml | Miel-Tabac Vanillé & Lavande Sophistiquée – Excellent Dupe de Xerjoff Naxos,"- Voux Elegante (Emir by Paris Corner) – Eau de Parfum Unisexe 100 ml est un parfum aromatique épicé au caractère olfactif sophistiqué et équilibré.
- Ce parfum s'ouvre sur des notes fraîches de lavande, bergamote et citron, offrant une sensation apaisante et vivifiante. Le cœur dévoile un mélange chaleureux de miel, cannelle, cashmeran et jasmin sambac, apportant une profondeur douce et épicée. Les notes de fond combinent la richesse de la feuille de tabac, la douceur de la vanille, la chaleur de la fève tonka et une touche d'épices, créant une empreinte olfactive durable et envoûtante.
- Genre et personnalité du parfum : Unisexe, élégant, raffiné.
- Occasion et type de personne : Idéal pour les moments spéciaux ou quotidiens, pour ceux qui apprécient les fragrances équilibrées et sophistiquées.

- Note de tête : Lavande, Bergamote, Citron
- Note de cœur : Miel, Cannelle, Cashmeran, Jasmin Sambac
- Note de fond : Feuille de Tabac, Vanille, Fève Tonka, Épices

Fabricant

- Paris Corner
- 58 – 58 37th St, Deira – Al Sabkha, Dubai – United Arab Emirates
- Contact : +971506473968 | info@pariscorner.ae",24,Auction,24,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Paris Corner - Voux Patisserie,"- Voux Patisserie 100ml Paris Corner est un eau de parfum au caractère olfactif gourmand et épicé.

Dès les premières notes, ce parfum dévoile une alliance vibrante de mandarine, cardamome et safran, évoquant l'énergie d'une pâtisserie fraîchement ouverte. Le cœur s'épanouit avec une fusion délicate de rose, pomme et une note lactée crémeuse, enveloppant les sens d'une douceur chaleureuse. La composition se conclut sur une base riche de vanille et de bois de santal, laissant un sillage de sophistication sucrée.

Genre et personnalité du parfum : mixte, élégant, réconfortant.

Occasion et type de personne : soirée cosy, moment cocooning, brunch sucré ou sortie gourmande.

Note de tête : mandarine, cardamome, safran.

Note de cœur : rose, pomme, notes lactées.

Note de fond : vanille, bois de santal.

Fabricant

Paris Corner

Paris Corner Perfumes LLC

Adresse : Dubai Investment Park (DIP)
Dubai, Émirats Arabes Unis

Email :",0,Auction,24,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Paris Corner - Voux Zingy,"- Voux Zingy 100ml Paris Corner est un parfum unisexe au caractère olfactif frais et aromatique.

Ce parfum s'ouvre sur une explosion d'agrumes zestés, mêlant le basilic, la bergamote, le cédrat d'Italie et le citron, offrant une sensation de fraîcheur vivifiante. Au cœur, le jasmin, l'ambretollide et la verveine apportent une touche florale raffinée, équilibrant l'ensemble avec élégance. La base de musc confère une profondeur chaleureuse, prolongeant la sensation de fraîcheur tout au long de la journée.

Genre et personnalité du parfum : unisex, frais, élégant.

Occasion et type de personne : idéal pour les journées actives et ensoleillées, pour ceux qui recherchent une fragrance dynamique et sophistiquée.

Note de tête : basilic, bergamote, cédrat d'Italie, citron.

Note de cœur : jasmin, ambretollide, verveine.

Note de fond : musc.

Fabricant

Paris Corner

adresse du fabricant à ajouter

[numéro de téléphone à ajouter] | [adresse email à ajouter]",0,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Qarysm - Huile de barbe Délice d'orient,"Plongez dans l’élégance mystérieuse avec l’Huile de barbe Délice d'orient, inspiré de Black Afgano.

Un soin intense qui sublime votre barbe tout en laissant un parfum profond et envoûtant.

 

Notes de tête : Cannabis, notes vertes, davana, safran, thym​

Notes de cœur : Résines, notes boisées, tabac, café, framboise, cannelle, violette​

Notes de fond : Oud, encens, ambre, notes animales, bois de gaïac, musc, tonka, vanille​

 

50 ML

 

Les avantages de notre huile de barbe parfumée Qarysm :

Nourrit et hydrate la barbe et la peau pour un confort optimal.

Adoucit et discipline le poil pour un style soigné.

Apporte éclat et souplesse sans effet gras.

Parfume délicatement pour une touche élégante au quotidien.

Protège la barbe des agressions extérieures.

 

Transformez l’entretien de votre barbe en un véritable moment de soin et de plaisir.",14,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Qarysm - Huile de barbe Lord,"Plongez dans l’élégance mystérieuse avec l’Huile de barbe Deep Bleu, inspirée de Bleu Magique de Persifleur. Un soin intense qui sublime votre barbe tout en laissant un parfum profond et envoûtant.

 

Notes de tête : Poivre rose, pamplemousse, muscade, encens​

Notes de cœur : Cardamome, bois de santal, iris, géranium​

Notes de fond : Cuir, patchouli, mousse de chêne, ambre, vétiver​

 

50 ML

 

Les avantages de notre huile de barbe parfumée Qarysm :

Nourrit et hydrate la barbe et la peau pour un confort optimal.

Adoucit et discipline le poil pour un style soigné.

Apporte éclat et souplesse sans effet gras.

Parfume délicatement pour une touche élégante au quotidien.

Protège la barbe des agressions extérieures.

 

Transformez l’entretien de votre barbe en un véritable moment de soin et de plaisir.",16,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Qarysm - Huile de barbe Vanille Coco,"- Qarysm - Huile de barbe Vanille Coco 50 ml est une huile de barbe au caractère olfactif gourmand et envoûtant.
- Cette huile nourrit et hydrate la barbe tout en laissant un sillage irrésistible.
- Genre et personnalité du parfum : homme, élégant, raffiné.
- Occasion et type de personne : quotidien, homme soucieux de l'entretien de sa barbe.

Note de tête : Noix de coco, pêche blanche
Note de cœur : Fleur de tiaré, ylang-ylang, jasmin
Note de fond : Vanille de Madagascar, musc blanc, bois précieux

Fabricant

Qarysm
adresse du fabricant à ajouter
[numéro de téléphone à ajouter] | [adresse email à ajouter]",18,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Swiss Arabian – Shaghaf Oud Tonka,"Shaghaf Oud Tonka de Swiss Arabian est une fragrance orientale gourmande et luxueuse qui séduit par son équilibre parfait entre douceur, chaleur et intensité. Élégant et enveloppant, ce parfum est conçu pour celles et ceux qui apprécient les senteurs riches et addictives.

Dès les premières notes, la fragrance dévoile une ouverture gourmande et épicée qui attire immédiatement l’attention. Le cœur révèle toute la profondeur du parfum avec l’accord intense de fève de tonka, apportant une douceur ambrée et légèrement vanillée qui s’harmonise parfaitement avec la chaleur du bois de oud.

En fond, le parfum s’intensifie avec des notes gourmandes et crémeuses où la vanille, les amandes et les nuances boisées créent un sillage puissant, chaleureux et irrésistible. Ce mélange sophistiqué donne naissance à une signature olfactive profonde et addictive qui laisse une impression durable.",24,Auction,44,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volare - Armani,,24,Auction,22,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volare - Guerlain,,12,Auction,30,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Above The Clouds,"- Volaré Above The Clouds 100 ml Volaré est un eau de parfum au caractère olfactif frais et épicé.
- Ce parfum s'ouvre sur une explosion d'agrumes pétillants, suivie d'un cœur vibrant de gingembre et de bergamote, pour se fondre en une base douce de mandarine et d'ambre gris.
- Genre et personnalité du parfum : mixte, énergique, élégant.
- Occasion et type de personne : quotidien, personnes actives en quête de fraîcheur.

Note de tête : agrumes  
Note de cœur : gingembre, bergamote  
Note de fond : mandarine, ambre gris

Fabricant

Volaré  
adresse du fabricant à ajouter  
[numéro de téléphone à ajouter] | [adresse email à ajouter]",0,Auction,1,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Angelic Paradise,"Inspiré par l’univers enivrant d’Angels' Share Paradis, Angelic Paradise de Volaré est une fragrance gourmande et captivante qui incarne l’élégance et la sensualité. Dès l’ouverture, l’accord chaleureux de cognac et de liqueur s’entrelace avec une framboise délicatement sucrée, offrant une entrée riche et irrésistible.

Le cœur révèle une dimension plus raffinée et addictive : la fève de tonka apporte une douceur ambrée, sublimée par la rose de Bulgarie et une touche gourmande de caramel qui enveloppe la fragrance d’un voile velouté.

En fond, le parfum s’installe dans un sillage profond et sophistiqué où le bois de santal, le chêne et la mousse de chêne rencontrent la gourmandise du praliné et de la vanille. Ce mélange crée une signature olfactive intense, chaleureuse et durable.

Angelic Paradise est un parfum de caractère, idéal pour les amateurs de fragrances gourmandes, boisées et élégamment sucrées, parfait pour laisser une empreinte inoubliable.",18,Auction,25,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Blend Luxe,"- Volaré Blend Luxe 100 ml Volaré est un eau de parfum au caractère olfactif gourmand et enveloppant.
- Ce parfum s'ouvre sur une note de caramel fondant, suivie d'un cœur mêlant la douceur du miel et la subtilité de la coumarine, pour se conclure sur des accords de vanille crémeuse et de musc blanc.
- Genre et personnalité du parfum : mixte, élégant, réconfortant.
- Occasion et type de personne : soirée, moments de détente, amateurs de fragrances sucrées et raffinées.

Note de tête : Caramel
Note de cœur : Miel, Coumarine
Note de fond : Vanille, Musc blanc

Fabricant

Fabricant : Volaré Perfumes (Mamlakat Al Oud)
Adresse : Dubai, United Arab Emirates
Téléphone : Non communiqué
Email : Non communiqué",18,Auction,22,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Cocoon Vanilla,"- Cocoon Vanilla 100 ml Volaré est une eau de parfum au caractère olfactif floral, gourmand et exotique.

Cette fragrance envoûtante s'ouvre sur des notes fruitées de noix de coco et de pêche blanche, évoquant une douceur tropicale. Le cœur dévoile un bouquet floral composé de fleur de tiaré, ylang-ylang, jasmin et jasmin égyptien, apportant une touche exotique et sensuelle. En fond, la vanille de Madagascar, le musc blanc et des notes boisées créent un sillage doux et enveloppant.

Genre et personnalité du parfum : féminin, sensuel, exotique.

Occasion et type de personne : moments de détente, profils appréciant les senteurs douces et exotiques.

Note de tête : noix de coco, pêche blanche
Note de cœur : fleur de tiaré, ylang-ylang, jasmin, jasmin égyptien
Note de fond : vanille de Madagascar, musc blanc, notes boisées

Fabricant : Volaré Perfumes (Mamlakat Al Oud)
Adresse : Dubai, United Arab Emirates
Téléphone : Non communiqué
Email : Non communiqué",12,Auction,19,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
Beauty,Fragrances,Volaré - Kenzie  Vanilla 70,"- Volaré Kenzie - Vanille 70 100ml Volaré est un eau de parfum au caractère olfactif gourmand et sensuel.
- Cette fragrance enveloppe les sens avec sa douceur addictive, mêlant des notes de vanille crémeuse, de fruits sucrés tels que la poire et la pêche, et une touche de praliné fondant. Le cœur révèle la délicatesse de la fleur d’oranger, tandis que les notes de fond apportent une profondeur chaleureuse grâce au bois de santal, au musc et à l’ambre.
- Genre et personnalité du parfum : mixte, élégant, réconfortant.
- Occasion et type de personne : quotidien, amateurs de senteurs sucrées et sensuelles.

- Note de tête : Vanille, Fruits sucrés (Poire, Pêche)
- Note de cœur : Vanille, Praliné, Fleur d’oranger
- Note de fond : Bois de santal, Musc, Ambre

Fabricant

Fabricant:
Office No: M05 Ayisha Hasan BuildingGold Souq Gate 3, Deira, Dubai, Émirats arabes unis, 
volareperfumes@gmail.com, +971 56 508 7612",0,Auction,20,20 to <100 grams,,Not Hazmat,New,,,,,,,,,,
